memcg_id,trigger_tgid,trigger_tid,trigger_comm,anon_min_gen_seq,file_min_gen_seq,max_gen_seq,feature_swappiness,feature_evict_folios_calls,feature_anon_gen_span,feature_file_gen_span,feature_anon_total_pages,feature_file_total_pages,feature_anon_oldest_gen_pages,feature_anon_second_oldest_gen_pages,feature_anon_second_youngest_gen_pages,feature_anon_youngest_gen_pages,feature_file_oldest_gen_pages,feature_file_second_oldest_gen_pages,feature_file_second_youngest_gen_pages,feature_file_youngest_gen_pages,feature_avg_refaulted_anon,feature_avg_refaulted_file,feature_avg_total_anon,feature_avg_total_file,feature_protected_anon_pages,feature_protected_file_pages,feature_evicted_anon_pages,feature_evicted_file_pages,feature_refaulted_anon_pages,feature_refaulted_file_pages,target_reclaimed_anon_pages,target_reclaimed_file_pages
0,394,394,sshd-session,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,394,394,sshd-session,127,127,129,5,0,2,2,28,0,23,5,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0
0,45,45,kswapd0,3985,3985,3987,5,1,2,2,54,116,17,5,0,32,56,33,0,27,0,0,59,87,0,8,0,43,0,0,0,49
0,45,45,kswapd0,233,233,235,5,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,50,0,0,65,18,0,0,0,0
0,126963,126963,file_anon_mix_p,3608,3608,3610,5,65,2,2,187589,339115,106599,24774,0,56216,49720,120070,0,169325,0,54,14,35206,0,5,0,48780,0,0,0,0
0,45,45,kswapd0,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,45,kswapd0,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,126963,126963,file_anon_mix_p,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,394,394,sshd-session,3985,3985,3987,5,0,2,2,54,67,17,5,0,32,0,40,0,27,0,0,59,87,0,8,0,81,0,0,0,0
0,394,394,sshd-session,1086,1086,1087,5,0,1,1,0,50,0,0,0,0,50,0,0,0,0,0,15,70,0,0,18,0,0,0,0,0
0,394,394,sshd-session,100,100,102,5,0,2,2,38,0,25,13,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
0,394,394,sshd-session,123,123,125,5,1,2,2,0,64,0,0,0,0,25,39,0,0,0,0,10,40,0,0,0,13,0,0,0,0
0,45,45,kswapd0,1084,1084,1087,5,2,3,3,27,70,27,0,0,0,2,19,49,0,0,0,25,266,0,0,37,16,0,0,25,7
0,45,45,kswapd0,124,124,125,5,0,1,1,0,64,0,0,0,0,51,0,0,13,0,0,5,31,0,0,0,0,0,0,0,0
0,126930,126930,mglru_monitor,3608,3608,3611,5,2,3,3,187589,338923,106599,24774,56216,0,23928,120069,193966,960,0,54,14,35206,0,5,0,48781,0,0,0,0
0,126930,126930,mglru_monitor,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,126930,126930,mglru_monitor,148,148,149,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,312,9,0,0,6,0,0,0,0,0
0,126930,126930,mglru_monitor,3952,3952,3955,5,0,3,3,1582,1885,15,125,1442,0,193,59,1633,0,8,0,316,53,0,0,0,0,0,0,0,0
0,126930,126930,mglru_monitor,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,126930,126930,mglru_monitor,6,6,8,5,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,12,0,0,0,0
0,126930,126930,mglru_monitor,10,10,12,5,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,59,0,0,0,0,0
0,126930,126930,mglru_monitor,1489,1489,1491,5,0,2,2,22,81,13,0,0,9,0,74,0,7,1,0,40,282,0,0,17,0,0,0,0,0
0,126930,126930,mglru_monitor,4,4,6,5,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
0,126930,126930,mglru_monitor,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,126930,126930,mglru_monitor,32,32,35,5,0,3,3,2,0,0,0,2,0,0,0,0,0,0,0,48,34,0,0,31,0,2,0,0,0
0,126930,126930,mglru_monitor,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,126930,126930,mglru_monitor,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,126930,126930,mglru_monitor,5245,5245,5247,5,0,2,2,136,330,10,64,0,62,99,71,0,160,1,27,47,227,0,52,9,28,3,14,0,0
0,126930,126930,mglru_monitor,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,126930,126930,mglru_monitor,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,126930,126930,mglru_monitor,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,126930,126930,mglru_monitor,6,7,9,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0
0,126930,126930,mglru_monitor,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,126930,126930,mglru_monitor,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,126930,126930,mglru_monitor,12,12,14,5,0,2,2,4,0,1,3,0,0,0,0,0,0,0,0,362,0,0,0,23,0,0,0,0,0
0,126930,126930,mglru_monitor,100,100,102,5,0,2,2,38,0,25,13,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
0,126930,126930,mglru_monitor,10,10,12,5,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,59,0,0,0,0,0
0,126930,126930,mglru_monitor,5245,5245,5247,5,0,2,2,136,330,10,64,0,62,99,71,0,160,1,27,47,227,0,52,9,28,3,14,0,0
0,126930,126930,mglru_monitor,1489,1489,1491,5,0,2,2,22,81,13,0,0,9,0,74,0,7,1,0,40,282,0,0,17,0,0,0,0,0
0,126930,126930,mglru_monitor,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,126930,126930,mglru_monitor,1124,1124,1126,5,0,2,2,77,93,10,67,0,0,44,48,0,1,0,0,8,6,0,0,0,1,0,0,0,0
0,126930,126930,mglru_monitor,32,32,35,5,0,3,3,2,0,0,0,2,0,0,0,0,0,0,0,48,34,0,0,31,0,2,0,0,0
0,126930,126930,mglru_monitor,1124,1124,1126,5,0,2,2,77,93,10,67,0,0,44,48,0,1,0,0,8,6,0,0,0,1,0,0,0,0
0,126930,126930,mglru_monitor,3952,3952,3955,5,0,3,3,1582,1885,15,125,1442,0,193,59,1633,0,8,0,316,53,0,0,0,0,0,0,0,0
0,126930,126930,mglru_monitor,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,126930,126930,mglru_monitor,6,6,8,5,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,12,0,0,0,0
0,126963,126963,file_anon_mix_p,1084,1084,1087,5,1,3,3,27,70,27,0,0,0,0,21,49,0,0,0,25,266,0,2,37,16,0,0,0,18
0,126930,126930,mglru_monitor,3608,3608,3611,5,5,3,3,187589,338993,106599,24774,56216,0,23032,120069,193966,1926,0,54,14,35206,0,5,0,48781,0,0,0,0
0,126930,126930,mglru_monitor,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,126930,126930,mglru_monitor,6,7,9,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0
0,126930,126930,mglru_monitor,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,126955,127116,file_anon_mix_p,3608,3608,3610,5,65,2,2,187589,339102,106599,24774,0,56216,44280,120070,0,174752,0,54,14,35206,0,5,0,48781,0,0,0,0
0,126930,126930,mglru_monitor,3608,3608,3611,5,9,3,3,187589,339019,106599,24774,56216,0,20792,120069,193966,4192,0,54,14,35206,0,5,0,48781,0,0,0,0
0,126930,126930,mglru_monitor,3608,3608,3611,5,17,3,3,187589,339115,106599,24774,56216,0,17848,120069,193966,7232,0,54,14,35206,0,5,0,48781,0,0,0,0
0,126930,126930,mglru_monitor,3608,3608,3611,5,33,3,3,187589,339083,106599,24774,56216,0,14456,120069,193966,10592,0,54,14,35206,0,5,0,48781,0,0,0,0
0,126930,126930,mglru_monitor,3608,3608,3611,5,65,3,3,187589,339212,106599,24774,56216,0,10808,120069,193966,14369,0,54,14,35206,0,5,0,48781,0,0,0,0
0,126930,126930,mglru_monitor,3608,3608,3611,5,18,3,3,187589,339173,106599,24774,56216,0,2452,120069,193966,22686,0,54,14,35206,0,5,0,48781,0,0,0,64
0,394,394,sshd-session,3608,3608,3611,5,48,3,3,187589,339051,106599,24774,56216,0,24632,120069,193966,384,0,54,14,35206,0,5,0,48781,0,0,0,32
0,126963,126963,file_anon_mix_p,3608,3608,3611,5,2,3,3,187580,339535,97480,24773,56216,9111,0,120070,193966,25499,0,54,14,35206,0,5,1,48900,0,0,0,0
0,60,60,jbd2/sda-8,3608,3608,3611,5,2,3,3,187460,339535,96272,24773,56216,10199,0,120070,193966,25499,0,54,14,35206,0,5,1,48900,0,0,0,0
0,126930,126930,mglru_monitor,3608,3608,3611,5,2,3,3,187388,339535,95624,24773,56216,10775,0,120070,193966,25499,0,54,14,35206,0,5,1,48900,0,0,0,0
0,126963,126963,file_anon_mix_p,3608,3608,3611,5,5,3,3,187522,339535,96654,24773,56216,9879,0,120070,193966,25499,0,54,14,35206,0,5,1,48900,0,0,0,0
0,60,60,jbd2/sda-8,3608,3608,3611,5,5,3,3,187516,339535,96016,24773,56216,10511,0,120070,193966,25499,0,54,14,35206,0,5,1,48900,0,0,0,0
0,126930,126930,mglru_monitor,3608,3608,3611,5,5,3,3,187468,339535,95000,24773,56216,11479,0,120070,193966,25499,0,54,14,35206,0,5,1,48900,0,0,0,0
0,60,60,jbd2/sda-8,3608,3608,3611,5,9,3,3,187429,339535,94641,24773,56216,11799,0,120070,193966,25499,0,54,14,35206,0,5,1,48900,0,0,0,0
0,126963,126963,file_anon_mix_p,3608,3608,3611,5,9,3,3,187425,339535,94672,24773,56216,11764,0,120070,193966,25499,0,54,14,35206,0,5,1,48900,0,0,0,0
0,126930,126930,mglru_monitor,3608,3608,3611,5,9,3,3,187405,339535,93337,24773,56216,13079,0,120070,193966,25499,0,54,14,35206,0,5,1,48900,0,0,0,0
0,60,60,jbd2/sda-8,3608,3608,3611,5,17,3,3,187524,339535,92496,24773,56216,14039,0,120070,193966,25499,0,54,14,35206,0,5,1,48900,0,0,0,0
0,126930,126930,mglru_monitor,3608,3608,3611,5,17,3,3,187395,339535,90320,24773,56216,16086,0,120070,193966,25499,0,54,14,35206,0,5,2,48900,0,0,0,0
0,126955,127116,file_anon_mix_p,3608,3608,3611,5,129,3,3,187589,339056,106599,24774,56216,0,19128,120069,193966,5893,0,54,14,35206,0,5,0,48781,0,0,2,0
0,126963,126963,file_anon_mix_p,3608,3608,3611,5,17,3,3,187368,339535,90896,24773,56216,15483,0,120070,193966,25499,0,54,14,35206,0,5,2,48900,0,0,0,0
0,126743,126743,kworker/u8:0,3608,3608,3611,5,2,3,3,187375,339535,81981,24773,56216,24405,0,120070,193966,25499,0,54,14,35206,0,5,3,48900,0,0,0,0
0,60,60,jbd2/sda-8,3608,3608,3611,5,33,3,3,187350,339535,88272,24773,56216,18089,0,120070,193966,25499,0,54,14,35206,0,5,3,48900,0,0,0,0
0,126743,126743,kworker/u8:0,3608,3608,3611,5,5,3,3,187271,339535,81488,24773,56216,24794,0,120070,193966,25499,0,54,14,35206,0,5,3,48900,0,0,0,0
0,126743,126743,kworker/u8:0,3608,3608,3611,5,9,3,3,187337,339535,79120,24773,56216,27228,0,120070,193966,25499,0,54,14,35206,0,5,3,48900,0,0,0,0
0,60,60,jbd2/sda-8,3608,3608,3611,5,65,3,3,187298,339535,81200,24773,56216,25109,0,120070,193966,25499,0,54,14,35206,0,5,3,48900,0,0,0,0
0,126743,126743,kworker/u8:0,3608,3608,3611,5,17,3,3,187353,339535,75367,24773,56216,30997,0,120070,193966,25499,0,54,14,35206,0,5,3,48900,0,0,0,0
0,126930,126930,mglru_monitor,3608,3608,3611,5,33,3,3,187405,339535,84368,24773,56216,22048,0,120070,193966,25499,0,54,14,35206,0,5,3,48900,0,0,0,0
0,126743,126743,kworker/u8:0,3608,3608,3611,5,33,3,3,187270,339535,68880,24773,56216,37401,0,120070,193966,25499,0,54,14,35206,0,5,3,48900,0,0,0,0
0,121783,121783,watch,3608,3608,3611,5,2,3,3,187486,339535,57388,24773,56216,49109,0,120070,193966,25499,0,54,14,35206,0,5,3,48900,0,0,0,0
0,60,60,jbd2/sda-8,3608,3608,3611,5,129,3,3,187458,339535,73232,24773,56216,33237,0,120070,193966,25499,0,54,14,35206,0,5,3,48900,0,0,0,0
0,121783,121783,watch,3608,3608,3611,5,5,3,3,187393,339535,56400,24773,56216,50004,0,120070,193966,25499,0,54,14,35206,0,5,4,48900,0,0,0,0
0,121783,121783,watch,3608,3608,3611,5,9,3,3,187329,339535,50896,24773,56216,55444,0,120070,193966,25499,0,54,14,35206,0,5,4,48900,0,0,0,0
0,126743,126743,kworker/u8:0,3608,3608,3611,5,65,3,3,187458,339535,58064,24773,56216,48405,0,120070,193966,25499,0,54,14,35206,0,5,3,48900,0,0,1,0
0,126963,126963,file_anon_mix_p,3608,3608,3611,5,33,3,3,187455,339535,82256,24773,56216,24210,0,120070,193966,25499,0,54,14,35206,0,5,3,48900,0,0,0,0
0,121783,121783,watch,3608,3608,3611,5,17,3,3,187202,339535,45136,24773,56216,61077,0,120070,193966,25499,0,54,14,35206,0,5,5,48900,0,0,0,0
0,126930,126930,mglru_monitor,3608,3608,3611,5,65,3,3,187458,339535,59472,24773,56216,46997,0,120070,193966,25499,0,54,14,35206,0,5,3,48900,0,0,0,0
0,126743,126743,kworker/u8:0,3608,3608,3611,5,129,3,3,187263,339535,40912,24773,56216,65362,0,120070,193966,25499,0,54,14,35206,0,5,6,48900,0,0,1,0
0,121783,121783,watch,3608,3608,3611,5,33,3,3,187262,339535,30416,24773,56216,75857,0,120070,193966,25499,0,54,14,35206,0,5,7,48900,0,0,0,0
